decision_id,trial_id,participant_id,selected_candidate_id,study_fit_id,participant_history_count,candidate_pool_version,selected_utility,eligible_candidate_count,eligible_candidate_ids_sha256,excluded_candidate_ids,candidate_reconstruction,objective_components,optimizer_version,posterior_version,data_version,observation_fingerprint,scoring_seconds,posterior_predictive
40,40,2,item_057__item_062,8,19,feb667101ba568ca,1.960516286937217,481,63beaabb04ae1154c5f75bb6d83ec4c36070e5bc85cea031656cd77f79e9cf6c,"['item_017__item_092', 'item_022__item_024', 'item_023__item_024', 'item_026__item_027', 'item_028__item_030', 'item_030__item_031', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_061__item_066', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_089__item_094', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 481}",predictive-entropy-v1,bradley-terry-bootstrap-v1,37,8637f261dc591294f7e7974c85452f1d86a309b34bdc58685504076458a54409,0.0004460540003492497,"[0.5, 0.5]"
41,41,3,item_061__item_062,8,0,feb667101ba568ca,1.960516286937217,500,79e6cae8c7a0eaa2b459d841100a4ff969e63ab99aef050f0a7575196871f8e9,[],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 500}",predictive-entropy-v1,bradley-terry-bootstrap-v1,37,8637f261dc591294f7e7974c85452f1d86a309b34bdc58685504076458a54409,0.00045511899998018635,"[0.5, 0.5]"
42,42,3,item_008__item_083,8,1,feb667101ba568ca,1.960516286937217,499,3be48bd3a2e576f8fe154c51ff3fa977309e8e67f2c7ccd5d4b8351e92632580,['item_061__item_062'],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 499}",predictive-entropy-v1,bradley-terry-bootstrap-v1,37,8637f261dc591294f7e7974c85452f1d86a309b34bdc58685504076458a54409,0.00044969900000069174,"[0.5, 0.5]"
43,43,3,item_054__item_055,8,2,feb667101ba568ca,1.960516286937217,498,8daee8e52bdc88fa786852457430e4efa20b838a0e723e9978456d5667a8af19,"['item_008__item_083', 'item_061__item_062']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 498}",predictive-entropy-v1,bradley-terry-bootstrap-v1,37,8637f261dc591294f7e7974c85452f1d86a309b34bdc58685504076458a54409,0.0004436320000422711,"[0.5, 0.5]"
44,44,3,item_067__item_069,8,3,feb667101ba568ca,1.960516286937217,497,7c24e6414a0430c157f283eb1b6a3f3e5a99ec54ddf97683fcba21e9cf227214,"['item_008__item_083', 'item_054__item_055', 'item_061__item_062']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 497}",predictive-entropy-v1,bradley-terry-bootstrap-v1,37,8637f261dc591294f7e7974c85452f1d86a309b34bdc58685504076458a54409,0.0004434289999153407,"[0.5, 0.5]"
45,45,3,item_050__item_055,8,4,feb667101ba568ca,1.960516286937217,496,81fdcf3ced3e7565225ed39ee03d09ae3e7d628e78194144a2ae09c49fb71810,"['item_008__item_083', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 496}",predictive-entropy-v1,bradley-terry-bootstrap-v1,37,8637f261dc591294f7e7974c85452f1d86a309b34bdc58685504076458a54409,0.00043658399999912945,"[0.5, 0.5]"
46,46,3,item_031__item_032,8,5,feb667101ba568ca,1.960516286937217,495,fe1f2f18a9652e34cc905a10755b94765c0b6635f0889d485458a9f416f7f73c,"['item_008__item_083', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 495}",predictive-entropy-v1,bradley-terry-bootstrap-v1,37,8637f261dc591294f7e7974c85452f1d86a309b34bdc58685504076458a54409,0.0004264330000296468,"[0.5, 0.5]"
47,47,3,item_086__item_091,9,6,feb667101ba568ca,1.960516286937217,494,bfb28832a070b358d5355605258c6b67f1be8160ea7e7a361d08c0d804003733,"['item_008__item_083', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 494}",predictive-entropy-v1,bradley-terry-bootstrap-v1,43,7dbdc23ece5e22d095ea70ff6d346d30b1f75164e3ec61607b4f079c8aeec82d,0.00044408900021153386,"[0.5, 0.5]"
48,48,3,item_025__item_050,9,7,feb667101ba568ca,1.960516286937217,493,2f723b7ecb5fde086ae051a6c8234d3e54e1d7ffadc0c45d757c2e6aef8835de,"['item_008__item_083', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069', 'item_086__item_091']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 493}",predictive-entropy-v1,bradley-terry-bootstrap-v1,43,7dbdc23ece5e22d095ea70ff6d346d30b1f75164e3ec61607b4f079c8aeec82d,0.0004402259996822977,"[0.5, 0.5]"
49,49,3,item_005__item_010,9,8,feb667101ba568ca,1.960516286937217,492,28bfcae81e752b7ccd8134768a5c66b7ca30db47b0d6a6b18ae17e8ef60bf8d9,"['item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069', 'item_086__item_091']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 492}",predictive-entropy-v1,bradley-terry-bootstrap-v1,43,7dbdc23ece5e22d095ea70ff6d346d30b1f75164e3ec61607b4f079c8aeec82d,0.00043380400029491284,"[0.5, 0.5]"
50,50,3,item_069__item_079,9,9,feb667101ba568ca,1.960516286937217,491,0a91ad98e74a2e4b21c07faa5bdaf97d7837c2528589842761e8b07c41a6544f,"['item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069', 'item_086__item_091']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 491}",predictive-entropy-v1,bradley-terry-bootstrap-v1,43,7dbdc23ece5e22d095ea70ff6d346d30b1f75164e3ec61607b4f079c8aeec82d,0.00045012000009592157,"[0.5, 0.5]"
51,51,3,item_087__item_088,10,10,feb667101ba568ca,1.960516286937217,490,59908e51b3bfb84b698e7b69dfac719412a2fafbd708ae45574bfbe52ca55869,"['item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_086__item_091']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 490}",predictive-entropy-v1,bradley-terry-bootstrap-v1,48,92dda9b67c366dd47fca5a5c2ecdf8c53b21c4e801535f1038fa3b5557c10467,0.0004582440001286159,"[0.5, 0.5]"
65,65,4,item_002__item_097,12,4,feb667101ba568ca,1.7295392357969572,496,f66f43ada89045d8effc8dcb5d9a8e260f069a524918e31de0d17a6d0229c94b,"['item_001__item_002', 'item_002__item_007', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7295392357969572, 'candidate_count': 496}",predictive-entropy-v1,bradley-terry-bootstrap-v1,58,c35caad7d3c10b0f25fed8968fb4804f0e626b14427acadf20134d545dcd838f,0.0004437500001586159,"[0.48439171035344575, 0.5156082896465543]"
52,52,3,item_002__item_077,10,11,feb667101ba568ca,1.960516286937217,489,1e9e28e541c80e7a08c4972ddb5312a11c691f2e15c0cef6e8b24b8973402758,"['item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_086__item_091', 'item_087__item_088']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 489}",predictive-entropy-v1,bradley-terry-bootstrap-v1,48,92dda9b67c366dd47fca5a5c2ecdf8c53b21c4e801535f1038fa3b5557c10467,0.0004789519998666947,"[0.5, 0.5]"
53,53,3,item_056__item_058,10,12,feb667101ba568ca,1.960516286937217,488,f00852e003a8aa0a9a6280ece10dfa2b66b32d01980d0405717958927c392b63,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_086__item_091', 'item_087__item_088']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 488}",predictive-entropy-v1,bradley-terry-bootstrap-v1,48,92dda9b67c366dd47fca5a5c2ecdf8c53b21c4e801535f1038fa3b5557c10467,0.0004620089998752519,"[0.5, 0.5]"
54,54,3,item_043__item_068,10,13,feb667101ba568ca,1.960516286937217,487,577b4bed9790eb609e1da98796deb6814a92f4b8b0d39d71315cec832a582de2,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_050__item_055', 'item_054__item_055', 'item_056__item_058', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_086__item_091', 'item_087__item_088']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 487}",predictive-entropy-v1,bradley-terry-bootstrap-v1,48,92dda9b67c366dd47fca5a5c2ecdf8c53b21c4e801535f1038fa3b5557c10467,0.0004507280000325409,"[0.5, 0.5]"
55,55,3,item_098__item_099,10,14,feb667101ba568ca,1.960516286937217,486,cee7a3d13d83ceb34f8d5826e0b44af56eeaaad8f5dde436b3d935dd1d4ed764,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_043__item_068', 'item_050__item_055', 'item_054__item_055', 'item_056__item_058', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_086__item_091', 'item_087__item_088']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 486}",predictive-entropy-v1,bradley-terry-bootstrap-v1,48,92dda9b67c366dd47fca5a5c2ecdf8c53b21c4e801535f1038fa3b5557c10467,0.00043426299998827744,"[0.5, 0.5]"
56,56,3,item_077__item_079,10,15,feb667101ba568ca,1.960516286937217,485,9807636e2fd702f507b7aeb7414a44589cf046ac6d8691e27819113fb1698869,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_043__item_068', 'item_050__item_055', 'item_054__item_055', 'item_056__item_058', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_086__item_091', 'item_087__item_088', 'item_098__item_099']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 485}",predictive-entropy-v1,bradley-terry-bootstrap-v1,48,92dda9b67c366dd47fca5a5c2ecdf8c53b21c4e801535f1038fa3b5557c10467,0.0004359619997558184,"[0.5, 0.5]"
57,57,3,item_041__item_043,11,16,feb667101ba568ca,1.960516286937217,484,dbd76031f563391f7924c97702e3a32cf412e977ab61449fccba692847ecb058,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_043__item_068', 'item_050__item_055', 'item_054__item_055', 'item_056__item_058', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_077__item_079', 'item_086__item_091', 'item_087__item_088', 'item_098__item_099']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 484}",predictive-entropy-v1,bradley-terry-bootstrap-v1,53,1d1f6a5ee6e5ed7430493c837d149e440b3f2d7cb38db5a987b54307394930e4,0.0004289829998924688,"[0.5, 0.5]"
66,66,4,item_002__item_012,12,5,feb667101ba568ca,1.7288721780446998,495,03d9c3822ee32674a0fb73a94f90e92abab68cf926dbff02e99d70f5fcea8f15,"['item_001__item_002', 'item_002__item_007', 'item_002__item_097', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7288721780446998, 'candidate_count': 495}",predictive-entropy-v1,bradley-terry-bootstrap-v1,58,c35caad7d3c10b0f25fed8968fb4804f0e626b14427acadf20134d545dcd838f,0.0004340079999565205,"[0.5171316667684424, 0.48286833323155764]"
58,58,3,item_043__item_044,11,17,feb667101ba568ca,1.8310795566705835,483,b86a596638a3e3345db2c458bc1b34df93282928c04a221bff52beebfb1a2844,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_041__item_043', 'item_043__item_068', 'item_050__item_055', 'item_054__item_055', 'item_056__item_058', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_077__item_079', 'item_086__item_091', 'item_087__item_088', 'item_098__item_099']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.8310795566705835, 'candidate_count': 483}",predictive-entropy-v1,bradley-terry-bootstrap-v1,53,1d1f6a5ee6e5ed7430493c837d149e440b3f2d7cb38db5a987b54307394930e4,0.0004475339997043193,"[0.44262370343315105, 0.557376296566849]"
59,59,3,item_041__item_066,11,18,feb667101ba568ca,1.8306581650075904,482,c6f57710e32fb0bb190f91d95ce2a35ae627686ad4459184032624488b68b18e,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_041__item_043', 'item_043__item_044', 'item_043__item_068', 'item_050__item_055', 'item_054__item_055', 'item_056__item_058', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_077__item_079', 'item_086__item_091', 'item_087__item_088', 'item_098__item_099']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.8306581650075904, 'candidate_count': 482}",predictive-entropy-v1,bradley-terry-bootstrap-v1,53,1d1f6a5ee6e5ed7430493c837d149e440b3f2d7cb38db5a987b54307394930e4,0.0004457619997992879,"[0.5581820586176645, 0.44181794138233554]"
60,60,3,item_066__item_068,11,19,feb667101ba568ca,1.8306581650075904,481,94ca256c07e28a32f44bfe1e869ebccb6529414c8a5e0f045d40f6479758ee02,"['item_002__item_077', 'item_005__item_010', 'item_008__item_083', 'item_025__item_050', 'item_031__item_032', 'item_041__item_043', 'item_041__item_066', 'item_043__item_044', 'item_043__item_068', 'item_050__item_055', 'item_054__item_055', 'item_056__item_058', 'item_061__item_062', 'item_067__item_069', 'item_069__item_079', 'item_077__item_079', 'item_086__item_091', 'item_087__item_088', 'item_098__item_099']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.8306581650075904, 'candidate_count': 481}",predictive-entropy-v1,bradley-terry-bootstrap-v1,53,1d1f6a5ee6e5ed7430493c837d149e440b3f2d7cb38db5a987b54307394930e4,0.0004375500002424815,"[0.5581820586176646, 0.44181794138233543]"
61,61,4,item_041__item_066,12,0,feb667101ba568ca,1.7324466619642078,500,5e8c9c39d8cb345bd88ed1b3330e36849d4ff6f2f5a494cee0c34216b25df345,[],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7324466619642078, 'candidate_count': 500}",predictive-entropy-v1,bradley-terry-bootstrap-v1,58,c35caad7d3c10b0f25fed8968fb4804f0e626b14427acadf20134d545dcd838f,0.0004395390001263877,"[0.4943740734786844, 0.5056259265213157]"
62,62,4,item_066__item_068,12,1,feb667101ba568ca,1.7310511911703839,499,9f8673e96119d59fe40c3b0e2a683570118435e2915cb825a59a2d18173c479a,['item_041__item_066'],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7310511911703839, 'candidate_count': 499}",predictive-entropy-v1,bradley-terry-bootstrap-v1,58,c35caad7d3c10b0f25fed8968fb4804f0e626b14427acadf20134d545dcd838f,0.0004377660002319317,"[0.4906841478209506, 0.5093158521790494]"
63,63,4,item_002__item_007,12,2,feb667101ba568ca,1.7304272982941997,498,df9b3482b8fb201f8b20c81b600a844bf6f01f921a316633603d58d54931a290,"['item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7304272982941997, 'candidate_count': 498}",predictive-entropy-v1,bradley-terry-bootstrap-v1,58,c35caad7d3c10b0f25fed8968fb4804f0e626b14427acadf20134d545dcd838f,0.000448226000116847,"[0.4856789239166718, 0.5143210760833282]"
64,64,4,item_001__item_002,12,3,feb667101ba568ca,1.7298719355357974,497,101d085e67732f234ba0e2ab5bba890bc1ccf6dde820ff505103d190bff724fb,"['item_002__item_007', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7298719355357974, 'candidate_count': 497}",predictive-entropy-v1,bradley-terry-bootstrap-v1,58,c35caad7d3c10b0f25fed8968fb4804f0e626b14427acadf20134d545dcd838f,0.00044213900036993437,"[0.4862566851215888, 0.5137433148784112]"
67,67,4,item_028__item_033,13,6,feb667101ba568ca,1.7265849897760548,494,9acc88c79c7bc7449b786e0824453041065e36b0db232a7cb9e0c68f73d16940,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7265849897760548, 'candidate_count': 494}",predictive-entropy-v1,bradley-terry-bootstrap-v1,64,4a1f2cf31676feb27a2ca531c70ddd37d83dd33f2b6493f9ea4bf5497dbc7b9c,0.0004485299996304093,"[0.5153680978555047, 0.48463190214449525]"
68,68,4,item_027__item_028,13,7,feb667101ba568ca,1.7265108479059446,493,7e96ff5e1ac591360abfecfec6a3ec87b63d2dda87ce7edd6f2946fcee50156f,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_028__item_033', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7265108479059446, 'candidate_count': 493}",predictive-entropy-v1,bradley-terry-bootstrap-v1,64,4a1f2cf31676feb27a2ca531c70ddd37d83dd33f2b6493f9ea4bf5497dbc7b9c,0.0004442340000423428,"[0.5138918454856485, 0.4861081545143515]"
69,69,4,item_028__item_029,13,8,feb667101ba568ca,1.7263810582317916,492,2372ea530d176ed21d688a19761ed858e2163c59e8fbebbb3f46ce0a9b096fe6,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_027__item_028', 'item_028__item_033', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7263810582317916, 'candidate_count': 492}",predictive-entropy-v1,bradley-terry-bootstrap-v1,64,4a1f2cf31676feb27a2ca531c70ddd37d83dd33f2b6493f9ea4bf5497dbc7b9c,0.0004444109999894863,"[0.513564557177413, 0.486435442822587]"
70,70,4,item_028__item_053,13,9,feb667101ba568ca,1.726343380617016,491,1b0a34180f32533fdabd668f32a5666ba549b927a8240fed148ea04d30b41662,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.726343380617016, 'candidate_count': 491}",predictive-entropy-v1,bradley-terry-bootstrap-v1,64,4a1f2cf31676feb27a2ca531c70ddd37d83dd33f2b6493f9ea4bf5497dbc7b9c,0.00045632599994860357,"[0.4859489579728585, 0.5140510420271416]"
71,71,4,item_015__item_017,13,10,feb667101ba568ca,1.725361419288846,490,391cd50bcb1f719695e1e49a3ad8b5e500fab3145055897ed20ba607b0505af9,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.725361419288846, 'candidate_count': 490}",predictive-entropy-v1,bradley-terry-bootstrap-v1,64,4a1f2cf31676feb27a2ca531c70ddd37d83dd33f2b6493f9ea4bf5497dbc7b9c,0.0004252630001246871,"[0.5028000109923698, 0.4971999890076302]"
72,72,4,item_017__item_018,13,11,feb667101ba568ca,1.7252440273372127,489,61afdc098a44b285f4a1f1307be6324ede78d845da5ed0ddd52f8bd51b2fd337,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_015__item_017', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7252440273372127, 'candidate_count': 489}",predictive-entropy-v1,bradley-terry-bootstrap-v1,64,4a1f2cf31676feb27a2ca531c70ddd37d83dd33f2b6493f9ea4bf5497dbc7b9c,0.00041883399990183534,"[0.49973397350501636, 0.5002660264949836]"
73,73,4,item_082__item_084,14,12,feb667101ba568ca,1.7312216345018796,488,e963dc429c1f44c0186cd5e83ad962b13fc0e524aa4ffbfcf2c24e2c1d6c86a9,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_015__item_017', 'item_017__item_018', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7312216345018796, 'candidate_count': 488}",predictive-entropy-v1,bradley-terry-bootstrap-v1,69,02b1bc6779992559b4c7411dc9d8bcfe05901b2f2127a3c9f74ce5fbe348cb64,0.0004539880001175334,"[0.5161849032064761, 0.48381509679352386]"
74,74,4,item_082__item_092,14,13,feb667101ba568ca,1.7310078220041722,487,d277acfee7db55ed8204f78e4035484d536ba377db06baa7b893caedafbd4e88,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_015__item_017', 'item_017__item_018', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068', 'item_082__item_084']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7310078220041722, 'candidate_count': 487}",predictive-entropy-v1,bradley-terry-bootstrap-v1,69,02b1bc6779992559b4c7411dc9d8bcfe05901b2f2127a3c9f74ce5fbe348cb64,0.00045527800011768704,"[0.4828836945516167, 0.5171163054483833]"
75,75,4,item_080__item_082,14,14,feb667101ba568ca,1.7309849245941726,486,d42957d6bd5cd648c7cfbc4419b0fdcf3649e466db3090665110b9721ea6f63f,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_015__item_017', 'item_017__item_018', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068', 'item_082__item_084', 'item_082__item_092']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7309849245941726, 'candidate_count': 486}",predictive-entropy-v1,bradley-terry-bootstrap-v1,69,02b1bc6779992559b4c7411dc9d8bcfe05901b2f2127a3c9f74ce5fbe348cb64,0.00042750300008265185,"[0.4828023600370839, 0.5171976399629161]"
76,76,4,item_003__item_004,14,15,feb667101ba568ca,1.7307970447405694,485,3e14cf55abd11079e0babd96506720c417d863f880e210e7ea0c6fbea821e3b7,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_015__item_017', 'item_017__item_018', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068', 'item_080__item_082', 'item_082__item_084', 'item_082__item_092']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7307970447405694, 'candidate_count': 485}",predictive-entropy-v1,bradley-terry-bootstrap-v1,69,02b1bc6779992559b4c7411dc9d8bcfe05901b2f2127a3c9f74ce5fbe348cb64,0.00044236900021132897,"[0.4814712193598767, 0.5185287806401233]"
77,77,4,item_003__item_005,14,16,feb667101ba568ca,1.7307125401854142,484,8e1348be82fcea9fb4485db0240e916abf34508ea41aeabc0d592bf27cea5e38,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_003__item_004', 'item_015__item_017', 'item_017__item_018', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068', 'item_080__item_082', 'item_082__item_084', 'item_082__item_092']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7307125401854142, 'candidate_count': 484}",predictive-entropy-v1,bradley-terry-bootstrap-v1,69,02b1bc6779992559b4c7411dc9d8bcfe05901b2f2127a3c9f74ce5fbe348cb64,0.00042264700005034683,"[0.4815305340601293, 0.5184694659398708]"
78,78,4,item_003__item_093,14,17,feb667101ba568ca,1.7306975682358798,483,6e4f3f65f58f78752480b052e4eb5636573d3a4230d06ae554860a06e021f5f2,"['item_001__item_002', 'item_002__item_007', 'item_002__item_012', 'item_002__item_097', 'item_003__item_004', 'item_003__item_005', 'item_015__item_017', 'item_017__item_018', 'item_027__item_028', 'item_028__item_029', 'item_028__item_033', 'item_028__item_053', 'item_041__item_066', 'item_066__item_068', 'item_080__item_082', 'item_082__item_084', 'item_082__item_092']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.7306975682358798, 'candidate_count': 483}",predictive-entropy-v1,bradley-terry-bootstrap-v1,69,02b1bc6779992559b4c7411dc9d8bcfe05901b2f2127a3c9f74ce5fbe348cb64,0.00041870000040944433,"[0.4824799494516429, 0.517520050548357]"
