decision_id,trial_id,participant_id,selected_candidate_id,study_fit_id,participant_history_count,candidate_pool_version,selected_utility,eligible_candidate_count,eligible_candidate_ids_sha256,excluded_candidate_ids,candidate_reconstruction,objective_components,optimizer_version,posterior_version,data_version,observation_fingerprint,scoring_seconds,posterior_predictive
40,40,2,item_068__item_069,1,19,feb667101ba568ca,1.960516286937217,481,350d30c327783bc641954b69ead82343a56a100fe5a20d2a965643ac335ade9a,"['item_007__item_017', 'item_013__item_018', 'item_017__item_042', 'item_017__item_092', 'item_031__item_033', 'item_036__item_038', 'item_049__item_050', 'item_053__item_058', 'item_056__item_058', 'item_066__item_076', 'item_070__item_071', 'item_070__item_075', 'item_074__item_099', 'item_077__item_087', 'item_082__item_084', 'item_083__item_088', 'item_089__item_091', 'item_094__item_096', 'item_094__item_099']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 481}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.00030154799969750457,"[0.5, 0.5]"
41,41,3,item_070__item_080,1,0,feb667101ba568ca,1.960516286937217,500,9b4439d0db509973b1ffbcfd044e87fe87ce8efa3bd6f03634199bbfa5c125ea,[],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 500}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.0003310449992568465,"[0.5, 0.5]"
42,42,3,item_029__item_034,1,1,feb667101ba568ca,1.960516286937217,499,e05af49704c7e450541577e6f76b39ffb8bfb0069dff397d6562cd858a8105e9,['item_070__item_080'],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 499}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.00030581899954995606,"[0.5, 0.5]"
43,43,3,item_028__item_029,1,2,feb667101ba568ca,1.960516286937217,498,89d3f84c8ccd1adf89d685b2f82e5a9f5a2a7bd67636eed1b854e3f0f304444f,"['item_029__item_034', 'item_070__item_080']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 498}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.0003079550006077625,"[0.5, 0.5]"
44,44,3,item_068__item_073,1,3,feb667101ba568ca,1.960516286937217,497,b59d30c45aad930f37a91ea087da1cde7f86f42cd9ad881184b729ac62ed580b,"['item_028__item_029', 'item_029__item_034', 'item_070__item_080']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 497}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.00035421299980953336,"[0.5, 0.5]"
45,45,3,item_094__item_095,1,4,feb667101ba568ca,1.960516286937217,496,9c386aa362b9d8998cddf0e83e80f6e66ed9dfe6152393cb44d01a4ae877e73e,"['item_028__item_029', 'item_029__item_034', 'item_068__item_073', 'item_070__item_080']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 496}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.00031771999965712894,"[0.5, 0.5]"
46,46,3,item_085__item_090,1,5,feb667101ba568ca,1.960516286937217,495,0857a8e825faeb92e8c47bf5f3cdbe9fa7a86e708c9b75b4bd7a1188e5095ef4,"['item_028__item_029', 'item_029__item_034', 'item_068__item_073', 'item_070__item_080', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 495}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.0003122870002698619,"[0.5, 0.5]"
47,47,3,item_019__item_094,1,6,feb667101ba568ca,1.960516286937217,494,e9a5af22d990ecd008a706b7b1e17103232699d9419a9c8d5f5c4c2e5ed1b2ff,"['item_028__item_029', 'item_029__item_034', 'item_068__item_073', 'item_070__item_080', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 494}",predictive-entropy-v1,bradley-terry-bootstrap-v1,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0.0003227380002499558,"[0.5, 0.5]"
48,48,3,item_046__item_048,2,7,feb667101ba568ca,1.960516286937217,493,78b122e031abb7e665d8c3bcf25e00f314a0ef5ed3ba5b114f7c0905c8ec52fc,"['item_019__item_094', 'item_028__item_029', 'item_029__item_034', 'item_068__item_073', 'item_070__item_080', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 493}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00033047299984900746,"[0.5, 0.5]"
49,49,3,item_073__item_078,2,8,feb667101ba568ca,1.960516286937217,492,31c0baa252332af508798c4cad1ea7c74bc30b9fa4e39303d5bff132c278131b,"['item_019__item_094', 'item_028__item_029', 'item_029__item_034', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 492}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003326170008222107,"[0.5, 0.5]"
50,50,3,item_019__item_021,2,9,feb667101ba568ca,1.960516286937217,491,40a6e62b3a5ec011ce78b313c441ba5867fb002423cbc2efe1b7a2edd557cb40,"['item_019__item_094', 'item_028__item_029', 'item_029__item_034', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 491}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003314599998702761,"[0.5, 0.5]"
51,51,3,item_023__item_028,2,10,feb667101ba568ca,1.960516286937217,490,15aef47fab70ec049948a190d5a512c0926804433cb508b1e3266bfd003b8af8,"['item_019__item_021', 'item_019__item_094', 'item_028__item_029', 'item_029__item_034', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 490}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00033105200054706074,"[0.5, 0.5]"
65,65,4,item_041__item_046,2,4,feb667101ba568ca,1.960516286937217,496,f582fc15adfc4464071da70fe2004ec0fa69d99bf51ce141e4883ddd96d797e6,"['item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_045__item_047']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 496}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003966029998991871,"[0.5, 0.5]"
52,52,3,item_011__item_012,2,11,feb667101ba568ca,1.960516286937217,489,d4d199ea5675ab658f01503510ca8b1e60e45ecfa0895b15eaa3ba8fac6731d4,"['item_019__item_021', 'item_019__item_094', 'item_023__item_028', 'item_028__item_029', 'item_029__item_034', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 489}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003617390011640964,"[0.5, 0.5]"
53,53,3,item_021__item_023,2,12,feb667101ba568ca,1.960516286937217,488,9f11da192ea899b75be445405cccb79a5de2caa0d1d91e51df42933d8f8a0ce1,"['item_011__item_012', 'item_019__item_021', 'item_019__item_094', 'item_023__item_028', 'item_028__item_029', 'item_029__item_034', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 488}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00032927099891821854,"[0.5, 0.5]"
54,54,3,item_011__item_021,2,13,feb667101ba568ca,1.960516286937217,487,2295be5d3cfbbcb7690964c3709d00497434c0ff86985c1144f7a53832b30b3a,"['item_011__item_012', 'item_019__item_021', 'item_019__item_094', 'item_021__item_023', 'item_023__item_028', 'item_028__item_029', 'item_029__item_034', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 487}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00032470199948875234,"[0.5, 0.5]"
55,55,3,item_035__item_040,2,14,feb667101ba568ca,1.960516286937217,486,ef8a106531420606756c86483bee2e70070180f99a16939c6d6a9b13a44a1aa2,"['item_011__item_012', 'item_011__item_021', 'item_019__item_021', 'item_019__item_094', 'item_021__item_023', 'item_023__item_028', 'item_028__item_029', 'item_029__item_034', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 486}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00032803300018713344,"[0.5, 0.5]"
56,56,3,item_020__item_095,2,15,feb667101ba568ca,1.960516286937217,485,179c02d2453f2bc43eae5789655a3b4249f4b4aec5cd7c6fe1c0a5748f358f63,"['item_011__item_012', 'item_011__item_021', 'item_019__item_021', 'item_019__item_094', 'item_021__item_023', 'item_023__item_028', 'item_028__item_029', 'item_029__item_034', 'item_035__item_040', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 485}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00032172799910767935,"[0.5, 0.5]"
57,57,3,item_048__item_073,2,16,feb667101ba568ca,1.960516286937217,484,f6e67c0cf543096c3431c4ac28b53c9de4b3052dbfad5859877d978a09d02ecf,"['item_011__item_012', 'item_011__item_021', 'item_019__item_021', 'item_019__item_094', 'item_020__item_095', 'item_021__item_023', 'item_023__item_028', 'item_028__item_029', 'item_029__item_034', 'item_035__item_040', 'item_046__item_048', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 484}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00031839099938224535,"[0.5, 0.5]"
66,66,4,item_041__item_051,2,5,feb667101ba568ca,1.960516286937217,495,4546eb37b154b164219e7460209f0283f1f0f0f18ba5f73a305d9477ebe359bc,"['item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_041__item_046', 'item_045__item_047']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 495}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003661560003820341,"[0.5, 0.5]"
58,58,3,item_026__item_051,2,17,feb667101ba568ca,1.960516286937217,483,9a32c406734b54b0e6d1a6d9813766b385b1c492b056a5cbc166bd78483bbf0f,"['item_011__item_012', 'item_011__item_021', 'item_019__item_021', 'item_019__item_094', 'item_020__item_095', 'item_021__item_023', 'item_023__item_028', 'item_028__item_029', 'item_029__item_034', 'item_035__item_040', 'item_046__item_048', 'item_048__item_073', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 483}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003250239988119574,"[0.5, 0.5]"
59,59,3,item_019__item_020,2,18,feb667101ba568ca,1.960516286937217,482,3114a75dc710753913cb65b37dd8ccb3a3cf49359a725a362ab0bf20d0174524,"['item_011__item_012', 'item_011__item_021', 'item_019__item_021', 'item_019__item_094', 'item_020__item_095', 'item_021__item_023', 'item_023__item_028', 'item_026__item_051', 'item_028__item_029', 'item_029__item_034', 'item_035__item_040', 'item_046__item_048', 'item_048__item_073', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 482}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003206020010111388,"[0.5, 0.5]"
60,60,3,item_046__item_047,2,19,feb667101ba568ca,1.960516286937217,481,dc9e1ebc61f91340ce6a0a069518570b522c123a81c8099e15a782bda13a4d23,"['item_011__item_012', 'item_011__item_021', 'item_019__item_020', 'item_019__item_021', 'item_019__item_094', 'item_020__item_095', 'item_021__item_023', 'item_023__item_028', 'item_026__item_051', 'item_028__item_029', 'item_029__item_034', 'item_035__item_040', 'item_046__item_048', 'item_048__item_073', 'item_068__item_073', 'item_070__item_080', 'item_073__item_078', 'item_085__item_090', 'item_094__item_095']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 481}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003323900000395952,"[0.5, 0.5]"
61,61,4,item_023__item_024,2,0,feb667101ba568ca,1.960516286937217,500,9b4439d0db509973b1ffbcfd044e87fe87ce8efa3bd6f03634199bbfa5c125ea,[],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 500}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0004080399994563777,"[0.5, 0.5]"
62,62,4,item_024__item_026,2,1,feb667101ba568ca,1.960516286937217,499,dd549deaa51180346c4786560c400a4c56184b4276d7722b7dd66db5030b29d9,['item_023__item_024'],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 499}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003361250001034932,"[0.5, 0.5]"
63,63,4,item_045__item_047,2,2,feb667101ba568ca,1.960516286937217,498,38dd7abcc4cc17c4a4fbd5159ceb376c6d8fa006a7c6019954de562bcc6831d1,"['item_023__item_024', 'item_024__item_026']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 498}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003887820003001252,"[0.5, 0.5]"
64,64,4,item_014__item_019,2,3,feb667101ba568ca,1.960516286937217,497,6dea8aa7fd5ba6d1a3429ac7b5c4d92a55925e61b38e0c0d35ac6055e776c5be,"['item_023__item_024', 'item_024__item_026', 'item_045__item_047']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 497}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003821499994955957,"[0.5, 0.5]"
67,67,4,item_012__item_037,2,6,feb667101ba568ca,1.960516286937217,494,b013fb01696800d2d2ec50dfd40554757fce29b6b6a3d06c198346ba3558f193,"['item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 494}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00036781599919777364,"[0.5, 0.5]"
68,68,4,item_078__item_079,2,7,feb667101ba568ca,1.960516286937217,493,b92b6d0a3d8f9b2823f76dbc40c2bce2fa0425f04b5da9e40ba9652781c182a2,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 493}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00034818299900507554,"[0.5, 0.5]"
69,69,4,item_046__item_048,2,8,feb667101ba568ca,1.960516286937217,492,1d5ae663a8f8cb93ff5abecf92f3e875a465d36de53e8dfc3c51861389ff7b1c,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 492}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00034415899972373154,"[0.5, 0.5]"
70,70,4,item_034__item_039,2,9,feb667101ba568ca,1.960516286937217,491,a77058ad5e3fdc85e329fa16ba8533aa3403dacc687936634599b475a3d1c809,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047', 'item_046__item_048', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 491}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003246059986850014,"[0.5, 0.5]"
71,71,4,item_035__item_045,2,10,feb667101ba568ca,1.960516286937217,490,8944f84f593e632cdd3bfcfd7e1ec2682b970fca5de9a301d4bcfb6e5f0a8190,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_034__item_039', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047', 'item_046__item_048', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 490}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00033694400008243974,"[0.5, 0.5]"
72,72,4,item_047__item_052,2,11,feb667101ba568ca,1.960516286937217,489,403d87da09ff7d58876889a218a1810077675a238e8d8f427c0144f91b211689,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_034__item_039', 'item_035__item_045', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047', 'item_046__item_048', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 489}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003397609998501139,"[0.5, 0.5]"
73,73,4,item_024__item_034,2,12,feb667101ba568ca,1.960516286937217,488,0b66a488091c9c5c902e7b163b1c80fea96d7bf848e355f998f89479667b7c8e,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_034__item_039', 'item_035__item_045', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047', 'item_046__item_048', 'item_047__item_052', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 488}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00033961900044232607,"[0.5, 0.5]"
74,74,4,item_043__item_045,2,13,feb667101ba568ca,1.960516286937217,487,b783ad04975912193acb4d8bbc30992081b3b5edbcc70e1b40bfe031cfbcab18,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_024__item_034', 'item_034__item_039', 'item_035__item_045', 'item_041__item_046', 'item_041__item_051', 'item_045__item_047', 'item_046__item_048', 'item_047__item_052', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 487}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003258819997427054,"[0.5, 0.5]"
75,75,4,item_023__item_025,2,14,feb667101ba568ca,1.960516286937217,486,93d896862c25a13a2fa1f7cab6f27226c2979ad798accc43b887b7b7425e2fed,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_024__item_026', 'item_024__item_034', 'item_034__item_039', 'item_035__item_045', 'item_041__item_046', 'item_041__item_051', 'item_043__item_045', 'item_045__item_047', 'item_046__item_048', 'item_047__item_052', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 486}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003356240013090428,"[0.5, 0.5]"
76,76,4,item_079__item_081,2,15,feb667101ba568ca,1.960516286937217,485,3f7f813b6d469390ad3d508fd550b71815c0eacbfe989323dc6d31e73a7f67e4,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_023__item_025', 'item_024__item_026', 'item_024__item_034', 'item_034__item_039', 'item_035__item_045', 'item_041__item_046', 'item_041__item_051', 'item_043__item_045', 'item_045__item_047', 'item_046__item_048', 'item_047__item_052', 'item_078__item_079']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 485}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003298270003142534,"[0.5, 0.5]"
77,77,4,item_025__item_026,2,16,feb667101ba568ca,1.960516286937217,484,673b2e9dbbd366316ae2c8771698f04b92c76b461416b2519e38f47216373681,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_023__item_025', 'item_024__item_026', 'item_024__item_034', 'item_034__item_039', 'item_035__item_045', 'item_041__item_046', 'item_041__item_051', 'item_043__item_045', 'item_045__item_047', 'item_046__item_048', 'item_047__item_052', 'item_078__item_079', 'item_079__item_081']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 484}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.0003307670012873132,"[0.5, 0.5]"
78,78,4,item_095__item_097,2,17,feb667101ba568ca,1.960516286937217,483,eb6b5f1526ea4ce27838cdd3127e555da798c8acfbc5d64e6cc187d8016fbb26,"['item_012__item_037', 'item_014__item_019', 'item_023__item_024', 'item_023__item_025', 'item_024__item_026', 'item_024__item_034', 'item_025__item_026', 'item_034__item_039', 'item_035__item_045', 'item_041__item_046', 'item_041__item_051', 'item_043__item_045', 'item_045__item_047', 'item_046__item_048', 'item_047__item_052', 'item_078__item_079', 'item_079__item_081']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 483}",predictive-entropy-v1,bradley-terry-bootstrap-v1,41,ec7266bd0738ba39a00fbb9cc8c293a50426fe99666dfc5b80b170c5fc436c1a,0.00032565699984843377,"[0.5, 0.5]"
